Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SNV,Synovus Financial Corp.,32.93,$4.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv
SNV^C,Synovus Financial Corp.,28.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snv^c
GJH,SYNTHETIC FIXED INCOME SECURITIES INC,10.1601,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,SYNTHETIC FIXED INCOME SECURITIES INC,20.301,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,SYNTHETIC FIXED INCOME SECURITIES INC,18.5015,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
GJP,Synthetic Fixed-Income Securities Inc.,21.793,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjp
GJR,Synthetic Fixed-Income Securities Inc.,19.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjr
GJT,Synthetic Fixed-Income Securities Inc.,17.83,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjt
GJV,Synthetic Fixed-Income Securities Inc.,25.3801,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,41.07,$23.18B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,9.25,$340.94M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx
DATA,Tableau Software Inc.,92.57,$6.7B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TAHO,Tahoe Resources Inc.,9.05,$2.06B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho
TWN,Taiwan Fund Inc. (The),15.05,$123.73M,1986,n/a,n/a,http://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,23.24,$120.52B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm
XRS,TAL Education Group,46.79,$3.74B,2010,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/xrs
TAL,TAL International Group Inc.,17.8,$591.94M,2005,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tal
TLN,Talen Energy Corporation,6.44,$827.6M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tln
TEGP,Tallgrass Energy GP LP,17.01,$2.67B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp
TEP,Tallgrass Energy Partners LP,36.81,$2.23B,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep
SKT,Tanger Factory Outlet Centers Inc.,32.49,$3.11B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt
TAOM,Taomee Holdings Limited,3.41,$120.65M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/taom
NGLS,Targa Resources Partners LP,14.46,$2.67B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngls
NGLS^A,Targa Resources Partners LP,16.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngls^a
TRGP,Targa Resources Inc.,26.03,$1.46B,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,73.39,$45.21B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,146.72,$6.28B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,29.27,$14.91B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm
TCO,Taubman Centers Inc.,73.44,$4.42B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
TCO^J,Taubman Centers Inc.,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^j
TCO^K,Taubman Centers Inc.,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,16.91,$2.07B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc
TCP,TC PipeLines LP,44.81,$2.96B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TCB,TCF Financial Corporation,14.99,$2.54B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcb
TCB.WS,TCF Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb.ws
TCB^B,TCF Financial Corporation,26.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^b
TCB^C,TCF Financial Corporation,25.4445,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^c
TCPI,TCP International Holdings Ltd.,1.15,$32.67M,2014,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/tcpi
TSI,TCW Strategic Income Fund Inc.,5.24,$249.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi
AMTD,TD Ameritrade Holding Corporation,36.35,$19.51B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd
TEL,TE Connectivity Ltd.,66.25,$25.59B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel
TMH,Team Health Holdings Inc.,50.19,$3.64B,2009,Technology,Professional Services,http://www.nasdaq.com/symbol/tmh
TISI,Team Inc.,36.45,$790.16M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tisi
TCK,Teck Resources Ltd,3.7,$2.1B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/tck
TE,TECO Energy Inc.,26.81,$6.31B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/te
TK,Teekay Corporation,21.29,$1.55B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,17.72,$1.41B,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp
TOO,Teekay Offshore Partners L.P.,10.19,$1.09B,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,14.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,15.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b
TNK,Teekay Tankers Ltd.,7.3,$1.12B,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,17.1,$1.97B,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,27.95,$6.2B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,20.31,$420.03M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,29.78,$842.17M,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,16.85,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,24,$366.9M,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,15.34,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw
TDOC,Teladoc Inc.,20.64,$793.68M,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,16.19,$3.14B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TI,Telecom Italia S.P.A.,12.82,$25B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a
TDY,Teledyne Technologies Incorporated,91.32,$3.24B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,131.87,$5.49B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,9.63,$16.28B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,12.05,$58.62B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDA,Telephone and Data Systems Inc.,24.37,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda
TDE,Telephone and Data Systems Inc.,24.977,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,Telephone and Data Systems Inc.,25.34,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,Telephone and Data Systems Inc.,25.43,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,Telephone and Data Systems Inc.,28,$3.05B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,30.6,$18.36B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TDF,Templeton Dragon Fund Inc.,19.9,$709.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,11.31,$204.02M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
TEI,Templeton Emerging Markets Income Fund Inc.,9.92,$475.76M,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei
GIM,Templeton Global Income Fund Inc.,6.46,$866.57M,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim
TPX,Tempur Sealy International Inc.,78.39,$4.88B,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,23.9,$14.11B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts
THC,Tenet Healthcare Corporation,31.38,$3.13B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TNC,Tennant Company,61.57,$1.1B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,51.89,$3B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,24.99,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.08,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,28.77,$3.83B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,Teradyne Inc.,20.6,$4.23B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,21.51,$2.33B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,13.3,$2.67B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TNH,Terra Nitrogen Company L.P.,102.2,$1.91B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh
TRNO,Terreno Realty Corporation,22.16,$959.76M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno
TRNO^A,Terreno Realty Corporation,25.9201,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trno^a
TSO,Tesoro Corporation,110.56,$13.31B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/tso
TLLP,Tesoro Logistics LP,43.77,$3.88B,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tllp
TTI,Tetra Technologies Inc.,8.21,$658.69M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,66.01,$56.24B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,147,$1.2B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,14.25,$812.48M,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,41.9,$11.47B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt
TXTR,Textura Corporation,21.56,$562.44M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/txtr
TTF,Thai Fund Inc. (The),7.09,$88.7M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ttf
AES,The AES Corporation,9.21,$6.2B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
AES^C,The AES Corporation,50.11,n/a,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes^c
BX,The Blackstone Group L.P.,30.41,$35.76B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx
SCHW,The Charles Schwab Corporation,34.08,$44.87B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
SCHW^B,The Charles Schwab Corporation,25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^b
SCHW^C,The Charles Schwab Corporation,25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^c
SRV,The Cushing MLP Total Return Fund,9.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srv
GRX,The Gabelli Healthcare & Wellness Trust,10.21,$152.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,26.109,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.98,$204.49M,2007,n/a,n/a,http://www.nasdaq.com/symbol/gdl
GDL^B,The GDL Fund,50.4151,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdl^b
THG,The Hanover Insurance Group Inc.,84.64,$3.66B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THGA,The Hanover Insurance Group Inc.,25.54,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
RUBI,The Rubicon Project Inc.,15.19,$674.11M,2014,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/rubi
TRV,The Travelers Companies Inc.,113.59,$34.56B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,135.53,$54.09B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo
THR,Thermon Group Holdings Inc.,17.54,$564.94M,2011,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,13.82,$1.46B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,15.1,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/tslf
TCRX,THL Credit Inc.,25.5916,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TC,Thompson Creek Metals Company Inc.,0.2323,$51.47M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tc
TRI,Thomson Reuters Corp,39.62,$30.43B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri
THO,Thor Industries Inc.,58.06,$3.05B,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,7.54,$354.14M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw
TIER,TIER REIT Inc.,15.08,$715.26M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
TIF,Tiffany & Co.,76.12,$9.76B,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif
TLYS,Tilly&#39;s Inc.,6.06,$172.51M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,9.4,$4.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TIME,Time Inc.,16.23,$1.78B,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/time
TWC,Time Warner Cable Inc,185.61,$52.56B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twc
TWX,Time Warner Inc.,70.36,$56.25B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx
TKR,Timken Company (The),30.88,$2.56B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TMST,Timken Steel Corporation,8.95,$395.52M,2014,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst
TWI,Titan International Inc.,4.02,$216.38M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi
TJX,TJX Companies Inc. (The),70.98,$47.52B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx
TOL,Toll Brothers Inc.,37.52,$6.61B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol
TR,Tootsie Roll Industries Inc.,31.62,$1.94B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,30.56,$1.15B,2015,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,60.72,$7.49B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
TMK^B,Torchmark Corporation,25.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^b
TTC,Toro Company (The),77.38,$4.24B,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),39.98,$74.21B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td
NDP,Tortoise Energy Independence Fund Inc.,11.47,$166.5M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,22.27,$630.16M,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg
TYG^B,Tortoise Energy Infrastructure Corporation,9.8235,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tyg^b
TYG^C,Tortoise Energy Infrastructure Corporation,10.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tyg^c
NTG,Tortoise MLP Fund Inc.,14.03,$659.41M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg
TTP,Tortoise Pipeline & Energy Fund Inc.,13.23,$132.52M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ttp
TPZ,Tortoise Power and Energy Infrastructure Fund Inc,15.57,$108.23M,2009,n/a,n/a,http://www.nasdaq.com/symbol/tpz
TSS,Total System Services Inc.,55.84,$10.27B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss
TOT,TotalFinaElf S.A.,46.65,$112.66B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot
TOWR,Tower International Inc.,29.4,$620.57M,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
TSQ,Townsquare Media Inc.,11.15,$199.12M,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,125.15,$213.88B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tm
TSLX,TPG Specialty Lending Inc.,16.81,$910.5M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,3.47,$985.68M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,TransCanada Corporation,30.55,$21.66B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TCI,Transcontinental Realty Investors Inc.,8.56,$74.62M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,237.14,$12.73B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg
TLP,Transmontaigne Partners L.P.,20.8,$335.39M,2005,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tlp
RIG,Transocean Ltd.,13.27,$4.83B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
RIGP,Transocean Partners LLC,9.12,$628.97M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rigp
TGS,Transportadora De Gas Sa Ord B,5.81,$923.2M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,TransUnion,26.24,$4.78B,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tru
TA,TravelCenters of America LLC,9.36,$359.4M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TANN,TravelCenters of America LLC,25.57,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tann
TANO,TravelCenters of America LLC,25.17,n/a,2014,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tano
TANP,TravelCenters of America LLC,25.0161,n/a,2015,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tanp
TVPT,Travelport Worldwide Limited,13.16,$1.61B,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tvpt
TRR,TRC Companies Inc.,10.47,$322.88M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/trr
TREC,Trecora Resources,13.21,$323.1M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,15.17,$495.75M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tg
THS,Treehouse Foods Inc.,86.11,$3.71B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRMR,Tremor Video Inc.,2.11,$109.96M,2013,Technology,Advertising,http://www.nasdaq.com/symbol/trmr
TREX,Trex Company Inc.,41.82,$1.29B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,20.27,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,50.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty^
TPH,TRI Pointe Group Inc.,13.51,$2.19B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tph
TCAP,Triangle Capital Corporation,20.47,$682.09M,2007,n/a,n/a,http://www.nasdaq.com/symbol/tcap
TCCA,Triangle Capital Corporation,25.014,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
TCCB,Triangle Capital Corporation,25.34,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tccb
TRCO,Tribune Media Company,36.65,$3.45B,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/trco
TPUB,Tribune Publishing Company,9.68,$253.93M,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tpub
TSL,Trina Solar Limited,10.54,$970.99M,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsl
TNET,TriNet Group Inc.,19.07,$1.34B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,Trinity Industries Inc.,24.34,$3.72B,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,28.52,$1.39B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,12.11,$202M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tpvg
TPVZ,TriplePoint Venture Growth BDC Corp.,25.3,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tpvz
GTS,Triple-S Management Corporation,24.42,$619M,2007,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
TGI,Triumph Group Inc.,37.07,$1.83B,1996,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tgi
TROX,Tronox Limited,4.5,$520.52M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/trox
TBI,TrueBlue Inc.,28.75,$1.21B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/tbi
TRUP,Trupanion Inc.,8.63,$244.06M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup
TNP,Tsakos Energy Navigation Ltd,7.22,$611.62M,2002,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tnp
TNP^B,Tsakos Energy Navigation Ltd,23.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^b
TNP^C,Tsakos Energy Navigation Ltd,23.565,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,20.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^d
TUMI,Tumi Holdings Inc.,17.04,$1.16B,2012,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tumi
TUP,Tupperware Brands Corporation,56.99,$2.87B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,9.26,$8.15B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TKF,Turkish Investment Fund Inc. (The),8.1,$41.94M,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf
TRQ,Turquoise Hill Resources Ltd.,2.47,$4.97B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,17.58,$862.7M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,http://www.nasdaq.com/symbol/tpc
TWTR,Twitter Inc.,24.46,$16.7B,2013,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,8.25,$3B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/two
TYC,Tyco International plc,33.83,$14.3B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tyc
TYL,Tyler Technologies Inc.,176.32,$5.98B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
TSN,Tyson Foods Inc.,51.8,$18.94B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn
TSNU,Tyson Foods Inc.,58.51,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsnu
USB,U.S. Bancorp,44.11,$77.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,790,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,21.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,28.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^m
USB^N,U.S. Bancorp,26.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^n
USB^O,U.S. Bancorp,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^o
